word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
fair,fєә,n. gathering of producers to promote business\nn. a competitive exhibition of farm products\nv. join so that the external surfaces blend smoothly\na. free from favoritism or self-interest or bias or deception; conforming with established standards or rules,"n. 展览会, 市集, 美好的事物\na. 公平的, 按规则进行的, 不好不坏的, 晴朗的, 美丽的\nadv. 公平地, 正面地, 有教养地, 清楚地\nvi. 转晴",,4,1,zk gk cet4 cet6 ky toefl,1150,1484,s:fairs/r:fairer/t:fairest/i:fairing/p:faired/3:fairs/d:faired,,
fair-days,,plural of fair-day,"(fair-day 的复数) 美好的一天（歌名, Fair Day）\n展会日\n集市日",,,,,0,0,0:fair-day/1:s,,
faired,f?әd,v join so that the external surfaces blend smoothly,a. 流线型的,,,,,0,0,1:pd/0:fair,,
fairer,,a free from favoritism or self-interest or bias or deception; conforming with established standards or rules\ns not excessive or extreme\ns very pleasing to the eye\na (of a baseball) hit between the foul lines\ns lacking exceptional quality or ability\ns attractively feminine\ns (of a manuscript) having few alterations or corrections\ns gained or earned without cheating or stealing\ns free of clouds or rain\ns (used of hair or skin) pale or light-colored; ,a. 更公平（fair的比较级）,,,,,0,0,0:fair/1:r,,
fairest,,a free from favoritism or self-interest or bias or deception; conforming with established standards or rules\ns not excessive or extreme\ns very pleasing to the eye\na (of a baseball) hit between the foul lines\ns lacking exceptional quality or ability\ns attractively feminine\ns (of a manuscript) having few alterations or corrections\ns gained or earned without cheating or stealing\ns free of clouds or rain\ns (used of hair or skin) pale or light-colored; ,a. 最美的（fair最高级）,,,,,0,0,0:fair/1:t,,
fairgrounds,ˈfɛəɡraundz,n. an open area for holding fairs or exhibitions or circuses,n. 露天游乐场( fairground的复数形式 ),,,,,0,0,0:fairground/1:s,,
fairies,ˈfɛəriz,pl.  of Fairy,n. 仙人( fairy的名词复数 ); 小仙子; 小精灵; 兔子（男同性恋者）,,,,,0,0,0:fairy/1:s,,
fairing,'feәriŋ,v join so that the external surfaces blend smoothly,"n. 集市上卖的礼物, 减阻装置, 整流罩, 整流片, 集市上卖的纪念品\n[化] 流线型罩",,,,,0,43098,s:fairings/i:fairing/0:fairing/1:i,,
fairings,,plural of fairing\nv join so that the external surfaces blend smoothly,"(fairing 的复数) n. 集市上卖的礼物, 减阻装置, 整流罩, 整流片, 集市上卖的纪念品\n[化] 流线型罩",,,,,0,0,0:fairing/1:s,,
fairlights,,plural of fairlight,"(fairlight 的复数) n. 门顶窗, 气窗",,,,,0,0,0:fairlight/1:s,,
fairly,'fєәli,"r. without favoring one party, in a fair evenhanded manner\nr. in conformity with the rules or laws and without fraud or cheating","adv. 美观地, 公平地, 相当地, 清楚地",,3,1,gk cet4 cet6 ky toefl,1413,2157,,,
fairs,,n a traveling show; having sideshows and rides and games of skill etc.\nn gathering of producers to promote business\nn a competitive exhibition of farm products\nn a sale of miscellany; often for charity\nv join so that the external surfaces blend smoothly,n. 定期集市；低级烟；赛会（fair的复数形式）,,,,,0,0,1:s3/0:fair,,
fairways,ˈfɛəweiz,n. the area between the tee and putting green where the grass is cut short\nn. the usual course taken by vessels through a harbor or coastal waters\nn. a tract of ground free of obstacles to movement,n. （高尔夫球场上的）平坦球道( fairway的复数形式 ),,,,,0,0,0:fairway/1:s,,
fairy,'fєәri,"n. a small being, human in form, playful and having magical powers","n. 仙女, 精灵\na. 仙女的",,2,,ky,5646,6368,s:fairies,,
fairy-lights,,plural of fairy-light,(fairy-light 的复数) 彩色小灯,,,,,0,0,0:fairy-light/1:s,,
fairy-stories,,plural of fairy-story,(fairy-story 的复数) 童话故事,,,,,0,0,0:fairy-story/1:s,,
fairy-tales,,plural of fairy-tale,"(fairy-tale 的复数) adj. 出自神化故事的, 宛如在童话故事中的",,,,,0,0,0:fairy-tale/1:s,,
fairytales,,n. a story about fairies; told to amuse children\nn. an interesting but highly implausible story; often told as an excuse,n. 童话（fairytale的复数）；童真,,,,,0,0,0:fairytale/1:s,,
faith,feiθ,n. complete confidence in a person or plan etc\nn. loyalty or allegiance to a cause or a person,"n. 信心, 信任, 忠实, 保证\n[法] 信任, 信仰, 信念",,3,1,gk cet4 cet6 ky toefl ielts,1738,1326,s:faiths,,
faith-healers,,plural of faith-healer,(faith-healer 的复数) 信仰治疗家,,,,,0,0,0:faith-healer/1:s,,
faithfully,'feiθfuli,r. in a faithful manner,"adv. 忠实地, 诚心诚意地, 深信着地",,2,1,,9807,12244,,,
faithfuls,ˈfeiθfulz,n. any loyal and steadfast following\nn. a group of people who adhere to a common faith and habitually attend a given church,n. 忠实的( faithful的复数形式 ); 守信的; 如实的; 忠贞的,,,,,0,0,0:faithful/1:s,,
faiths,,n. a strong belief in a supernatural power or powers that control human destiny\nn. complete confidence in a person or plan etc\nn. an institution to express belief in a divine power,n. 信任( faith的复数形式 ); 宗教信仰; 信赖的事情; 忠诚,,,,,0,0,0:faith/1:s,,
fajita,,,"n. 菲希塔（源于西班牙, 风行墨西哥的风味菜肴）",,,,,0,0,,,
fajitas,,, （墨西哥）肉丝蔬菜玉米卷饼（常佐以酸奶油）,,,,,0,0,,,
fake,feik,"n. something that is a counterfeit; not what it seems to be\ns. not genuine or real; being an imitation of the genuine article; it's real synthetic fur""","n. 假货, 欺骗, 诡计\na. 假的\nvt. 假造, 仿造\nvi. 伪装",,2,,cet6 ky toefl ielts gre,9663,5098,s:fakes/i:faking/p:faked/d:faked/3:fakes,,
faked,,"v make a copy of with the intent to deceive\nv tamper, with the purpose of deception\nv speak insincerely or without regard for facts or truths",捏造\n假装…的样子（fake的过去式、过去分词）,,,,,38549,33905,0:fake/1:pd/p:faked,,
fakers,,plural of faker\nn a person who makes deceitful pretenses,"(faker 的复数) n. 骗子, (卖滑头货的)摊贩\n[经] 伪造者, 骗子",,,,,0,0,0:faker/1:s,,
fakes,,"n something that is a counterfeit; not what it seems to be\nn a person who makes deceitful pretenses\nn (football) a deceptive move made by a football player\nv make a copy of with the intent to deceive\nv tamper, with the purpose of deception\nv speak insincerely or without regard for facts or truths",n. 云母板状岩；赝品；假冒商品（fake的复数）,,,,,0,0,0:fake/1:s3,,
faking,,"v make a copy of with the intent to deceive\nv tamper, with the purpose of deception\nv speak insincerely or without regard for facts or truths",n. 作伪；诈骗,,,,,0,44252,0:fake/1:i/s:fakings/i:faking,,
fakings,,"plural of faking\nv make a copy of with the intent to deceive\nv tamper, with the purpose of deception\nv speak insincerely or without regard for facts or truths",(faking 的复数) n. 作伪；诈骗,,,,,0,0,0:faking/1:s,,
fakirs,,plural of fakir\nn. a Muslim or Hindu mendicant monk who is regarded as a holy man,"(fakir 的复数) n. 托钵僧, 苦行者",,,,,0,0,0:fakir/1:s,,
falafels,,plural of falafel\nn. small croquette of mashed chick peas or fava beans seasoned with sesame seeds,(falafel 的复数) n.沙拉三明治,,,,,0,0,0:falafel/1:s,,
falangists,,plural of falangist\nn. a Spanish member of General Franco's political party,(falangist 的复数) n.长枪党党员,,,,,0,0,0:falangist/1:s,,
falconers,,n. a person who breeds and trains hawks and who follows the sport of falconry,"n. 以鹰狩猎者, 养鹰者, 放鹰者( falconer的复数形式 )",,,,,0,0,0:falconer/1:s,,
falconets,,"plural of falconet\nn. One of the smaller cannon used in the 15th century and\n   later.\nn. One of several very small Asiatic falcons of the genus\n   Microhierax.\nn. One of a group of Australian birds of the genus\n   Falcunculus, resembling shrikes and titmice.","(falconet 的复数) n. 小鹰, 旧式小炮",,,,,0,0,0:falconet/1:s,,
falconi,,,"abbr. Falconiformes (eagles, falcons, hawks, vultures) （鹰，隼，鹰属及鹬属动物，秃鹰）",,,,,0,0,s:falconi/0:falconi/1:s,,
falconing,,-ing form of falcon\nn. diurnal birds of prey having long pointed powerful wings adapted for swift flight\nv. hunt with falcons,"(falcon 的现在分词) n. 隼, 猎鹰",,,,,0,0,0:falcon/1:i,,
falcons,,n diurnal birds of prey having long pointed powerful wings adapted for swift flight\nv hunt with falcons,n. 猎鹰；隼鹰队；猎鹰导弹（falcon的复数形式）,,,,ielts,0,0,0:falcon/1:s,,
faling,,-ing form of fale,(fale 的现在分词) n. (Fale)人名；(法)法勒；(孟、坦桑)法莱,,,,,0,0,0:fale/1:i,,
fall,fɒ:l,n. the season when the leaves fall from the trees\nn. the lapse of mankind into sinfulness because of the sin of Adam and Eve\nn. a lapse into sin; a loss of innocence or of chastity\nn. a sudden decline in strength or number or importance,"n. 落下, 瀑布, 采伐量, 下降, 落差, 降低, 堕落, 秋天\nvi. 倒下, 落下, 来临, 失守, 阵亡, 下跌, 减弱, 倾斜, 垮台, 轮到, 变成, 降低\na. 秋天的",,5,1,zk gk ielts,332,410,p:fell/d:fallen/i:falling/3:falls/s:falls,,
fall-guys,,plural of fall-guy,(fall-guy 的复数) 替罪羊；容易上当受骗的人,,,,,0,0,0:fall-guy/1:s,,
fall-outs,,plural of fall-out,"(fall-out 的复数) [法] 辐射性微尘, 回降物, 微粒回降",,,,,0,0,0:fall-out/1:s,,
fallacies,ˈfæləsi:z,pl.  of Fallacy,"n. 错误的见解, 错误的推论( fallacy的名词复数 )",,,,,0,0,0:fallacy/1:s,,
fallbacks,,plural of fallback\nn to break off a military action with an enemy,"(fallback 的复数) n. 可依靠的东西, 退却\n[计] 撤退",,,,,0,0,0:fallback/1:s,,
fallen,'fɒ:lәn,s. having dropped by the force of gravity\ns. having fallen in or collapsed\ns. having lost your chastity,"a. 堕落的, 落下来的, 陷落的\nfall的过去分词",,,,,10003,7883,0:fall/1:d/d:fallen,,
fallers,,plural of faller\nn. a person who falls,(faller 的复数) n. 砍伐树木的人,,,,,0,0,0:faller/1:s,,
fallibilities,,plural of fallibility\nn. the likelihood of making errors,"(fallibility 的复数) n. 易错, 易误, 出错性",,,,,0,0,0:fallibility/1:s,,
falling,'fɒ:liŋ,s. decreasing in amount or degree\na. becoming lower or less in degree or value,"a. 落下的, 坠落的, 下降的\n[化] 消胀",,,,,11091,11099,0:fall/1:i/i:falling/s:fallings,,
fallings,,plural of falling\ns. decreasing in amount or degree\na. becoming lower or less in degree or value,"(falling 的复数) a. 落下的, 坠落的, 下降的\n[化] 消胀",,,,,0,0,0:falling/1:s,,
fallopian,,"a. Pertaining to, or discovered by, Fallopius; as, the\n   Fallopian tubes or oviducts, the ducts or canals which conduct the ova\n   from the ovaries to the uterus.","n. 输卵管, 喇叭管",,,,,27505,25291,s:fallopians,,
fallopians,,"plural of fallopian\na. Pertaining to, or discovered by, Fallopius; as, the\n   Fallopian tubes or oviducts, the ducts or canals which conduct the ova\n   from the ovaries to the uterus.","(fallopian 的复数) n. 输卵管, 喇叭管",,,,,0,0,0:fallopian/1:s,,
fallowing,'fæləʊɪŋ,p. pr. & vb. n. of Fallow, 休耕制,,,,,0,0,0:fallow/1:i,,
fallows,,plural of fallow\nn. cultivated land that is not seeded for one or more growing seasons\ns. left unplowed and unseeded during a growing season\ns. undeveloped but potentially useful,"(fallow 的复数) n. 休耕地\na. 休耕的, 淡棕色的",,,,,0,0,0:fallow/1:s,,
falls,fɔ:ls,n. the petals or sepals of a flower that bend downward (especially the outer perianth of an iris),n. 瀑布；陨石,,,,,39151,0,0:fall/1:3s,,
false,fɒ:ls,a. not in accordance with the fact or reality or actuality\ns. arising from error\ns. erroneous and usually accidental\ns. deliberately deceptive,"a. 错误的, 虚伪的, 假的, 不老实的\nadv. 不准确地, 欺诈地",,3,1,gk cet4 cet6 ky,2370,2516,,,
false-negatives,,plural of false-negative,(false-negative 的复数)  [医]假阴性,,,,,0,0,0:false-negative/1:s,,
false-positives,,plural of false-positive,(false-positive 的复数)  [医]假阳性的,,,,,0,0,0:false-positive/1:s,,
falsehoods,ˈfɔ:lsˌhʊdz,n. a false statement\nn. the act of rendering something false as by fraudulent changes (of documents or measures etc.) or counterfeiting,"n. <正> 谎言, 假话, 虚假( falsehood的复数形式 )",,,,,0,0,0:falsehood/1:s,,
falser,,n. A deceiver., false（虚伪的）的比较级形式,,,,,0,0,0:fals/1:r,,
falsest,,a. not in accordance with the fact or reality or actuality\ns. arising from error\ns. erroneous and usually accidental, false（虚伪的）的最高级形式,,,,,0,0,0:fals/1:t,,
falsettists,,plural of falsettist,(falsettist 的复数) n.假嗓子歌手,,,,,0,0,0:falsettist/1:s,,
falsies,'fɔ:lsi:z,n padding that is worn inside a brassiere,n. 假乳房(指胸罩里的球形衬垫),,,,,0,0,0:falsy/1:s,,
falsificationists,,plural of falsificationist,(falsificationist 的复数) 证伪主义者,,,,,0,0,0:falsificationist/1:s,,
falsifications,,plural of falsification\nn. a willful perversion of facts\nn. the act of rendering something false as by fraudulent changes (of documents or measures etc.) or counterfeiting\nn. the act of determining that something is false,"(falsification 的复数) n. 伪造, 歪曲\n[医] 伪造, 曲解",,,,,0,0,0:falsification/1:s,,
falsifiers,,plural of falsifier\nn. someone who falsifies,"(falsifier 的复数) n. 伪造者, 撒谎的人, 伪证的人\n[法] 犯罪的假现场",,,,,0,0,0:falsifier/1:s,,
falsifying,ˈfɔ:lsəˌfaɪŋ,p. pr. & vb. n. of Falsify,"v. 篡改, 伪造( falsify的现在分词 )",,,,,0,0,0:falsify/1:i,,
falsities,ˈfɔ:lsitiz,pl.  of Falsity,n. 虚伪( falsity的名词复数 ); 虚假; 不老实; 不忠实,,,,,0,0,0:falsity/1:s,,
faltering,'fɒ:ltәriŋ,s. unsteady in speech or action,"a. 犹豫的, 蹒跚的, 支吾的",,,,,19760,18927,0:falter/1:i/i:faltering,,
faluns,fə'lʌnz,"n. A series of strata, of the Middle Tertiary period, of\n   France, abounding in shells, and used by Lyell as the type of his\n   Miocene subdivision.", 砂质泥灰岩,,,,,0,0,0:falun/1:s,,
fame,feim,n. the state or quality of being widely honored and acclaimed\nn. favorable public reputation,"n. 名望, 名声, 传说",,2,1,cet4 cet6 ky toefl ielts,5040,4593,,,
famels,,plural of famel,(famel 的复数) n. (Famel)人名；(法)法梅尔,,,,,0,0,0:famel/1:s,,
famers,,plural of famer,(famer 的复数) abbr. fatty acid ethyl ester 【微生物学】脂肪酸甲酯,,,,,0,0,0:famer/1:s,,
familiar,fә'miljә,n. a person attached to the household of a high official (as a pope or bishop) who renders service in return for support\nn. a spirit (usually in animal form) that acts as an assistant to a witch or wizard\na. well known or easily recognized\na. within normal everyday experience; common and ordinary; not strange,"a. 熟悉的, 常见的, 亲密的\nn. 熟友, 常客",,3,1,gk cet4 cet6 ky ielts,1635,1492,s:familiars,,
